id,type,inst,cq,fmax,pcr noise,melt noise,tm
107e752b-f3ed-4b5e-986f-2d52b38050bc,AdvBuild,1,24.9,1559,0.14,0.05,76.3
352616e7-4197-4c86-9add-3b188c547bee,AdvBuild,1,24,1580,0.09,0.02,76
28b901df-5ab5-47aa-bad3-20577fbebdd1,AdvBuild,1,25,1595,0.09,0.04,76
bebd2018-d8e2-4f62-81fd-10444de5d31e,AdvBuild,1,25,1620,0.04,0.06,75
35688e58-fc2e-43e6-8a58-f26a389a6463,AdvBuild,1,26,1633,0.1,0.05,75
14e5b280-6e42-4072-bf73-40f2928e96ce,AdvBuild,1,24,1641,0.08,0.08,75
55cab85d-4d9f-415b-9fbe-0bce53f70d37,AdvBuild,1,24.4,1645,0.14,0.06,75.8
95260cfb-36ad-4363-9baa-34b6e41fd394,AdvBuild,1,24,1668,0.1,0.04,76
471c9ad1-5d19-4957-b789-35e6f7a9a2ca,AdvBuild,1,25,1694,0.06,0.09,76
1dc8863a-c8c7-4686-bacd-533e84c99693,AdvBuild,1,23.7,1765,0.08,0.03,76
9c6263b6-c0ac-4efd-ae4f-534c965fcda4,AdvBuild,1,25,1768,0.06,0.17,76
c9835670-2d47-43e8-ac07-94ea3bc6377f,AdvBuild,1,24.4,1785,0.07,0.06,75.8
bc29ddb6-0c33-4ab6-9441-f06aa77f4f82,AdvBuild,1,24,1793,0.06,0.03,75
3d1a162e-17c5-4ef2-bf1f-1c0c7301b10b,AdvBuild,1,25,1811,0.06,0.05,76
95ddf2af-4427-446c-937e-339c205f82e1,AdvBuild,1,25,1835,0.06,0.02,76
d6b6f45d-9510-484f-ad0b-34a8fb712d53,AdvBuild,1,25,1841,0.09,0.08,75
b6312e9d-dec5-4796-8761-67cfd475b0e8,AdvBuild,1,25,1862,0.1,0.06,76
4de0f907-8673-48a7-8262-170b458ab791,AdvBuild,1,25,1879,0.11,0.06,76
bd8319d8-a0a6-4e76-9ecd-7805183f6abd,AdvBuild,1,25,1901,0.1,0.05,76
1832c8de-2b22-4a1d-8845-aeefbbe29feb,AdvBuild,1,25,2002,0.07,0.04,75
518d528f-d9f4-4ceb-a3a0-60edb72cea04,AdvBuild,1,25,2043,0.09,0.07,76
7b1cb680-3c48-4c63-9bcf-2b96ae039ec6,AdvBuild,1,25,2151,0.1,0.06,75
d32b7f80-e8e3-41e3-b397-e6d4da2d1d07,AdvBuild,1,24,2192,0.05,0.16,75
68e09222-0556-4752-8034-0008678ca078,AdvBuild,1,25,2196,0.05,0.04,76
885f95a9-7b07-4fb7-8fbd-7a47a15c1998,AdvBuild,1,24,2235,0.06,0.03,75
d2480d05-938b-4379-bd95-57d918b8f179,AdvBuild,1,25,2245,0.06,0.06,75
2a94f117-6f49-4dce-8a0a-42956fd5f222,AdvBuild,1,25,2391,0.06,0.03,76
778001f5-df03-445f-aa37-d659d01e370c,AdvBuild,1,25,2392,0.1,0.05,75
e1aa066f-f47a-4122-acd7-273c8dbb26a2,AdvBuild,1,24,2402,0.1,0.06,76
56e6c6d9-f1fb-441a-9f58-1902edb36e84,AdvBuild,1,25,2688,0.1,0.06,75
1e45934c-3fb1-46ee-93d6-ff7c353c9d15,AdvBuild,1,27,3192,0.03,0.14,76
2aa137bd-2cb1-42ca-b8e9-e29b992bc77e,AdvBuild,2,15,-714,0.06,0.11,83
af176192-b221-48cb-98a7-57e8a7c86d89,AdvBuild,2,27,-561,0.48,0.04,85
93ebdd34-8fe9-456b-8ef7-3f6a96369ae4,AdvBuild,2,27,-434,0.49,0.11,85
6b8f98dd-905f-44f6-83d2-4bb586d8271d,AdvBuild,2,15,-350,0.05,0.18,87
193ec135-5949-46b0-842d-9aec6a734fc3,AdvBuild,2,32,-78,1.4,0.1,84
6a49a173-c3d3-4c93-9045-4fbfdcef8402,AdvBuild,2,22,-49,0.75,0.21,59
273c45c3-dac9-4a8e-b30d-a6ef231a2490,AdvBuild,2,21,-45,0.55,0.08, 
9d6217b6-1279-4d56-92e0-2463e35d6504,AdvBuild,2, ,-42,0.59,0.15,63
935dd0df-ae37-493c-8e89-80ff61bc73c0,AdvBuild,2,21,-35,0.56,0.09, 
42e1e7e2-3bde-49a8-bf4b-ae5158ab0bda,AdvBuild,2,21,-33,0.56,0.09, 
861e5c6f-7881-4262-8c10-fbe1a19e3589,AdvBuild,2,21,-26,0.59,0.11,66
3edb3cde-afc2-4e35-acc5-3ed272e19ced,AdvBuild,2,29,-25,0.8,0.13,61
a2b6a9a1-f30f-48c2-8c4f-e010460d7b86,AdvBuild,2,11,-24,1.04,0.15, 
7cd5f557-a611-43ae-ad95-9e88a999a2be,AdvBuild,2,17,-23,1.04,0.57, 
75db6e0f-320a-47ce-89d0-32d1397452d4,AdvBuild,2,11,-17,0.86,0.12,77
a3dc267b-df72-4602-b582-2accd2ad818c,AdvBuild,2,25,168,0.26,0.11,76
5e5ab75a-32fc-463c-8e87-599c405d6d54,AdvBuild,2,26,362,0.1,0.07,76
877155f9-01b2-4f0b-bb46-a9d8a33c529e,AdvBuild,2,26,406,0.2,0.05,76
ba5e7e59-85c0-4a15-b723-fb07f4a4f8d4,AdvBuild,2,23,472,0.11,0.06,75
11d89933-e8f0-4cb5-978d-10b29f16e834,AdvBuild,2,25,515,0.07,0.05,76
13a499b3-c0e7-478b-a4c7-4127df9b9174,AdvBuild,2,24,532,0.07,0.09,75
ee5ad9b1-014c-49a1-b435-91970cb1ab20,AdvBuild,2,25,569,0.1,0.04,76
188e8d68-7ec6-483c-bf31-fdca089d43b9,AdvBuild,2,26,572,0.06,0.05,76
62a29485-b5b7-491b-9a83-1cab19b02cbf,AdvBuild,2,24,577,0.08,0.04,76
a1a7449b-2f27-45f7-b769-b78f9b162043,AdvBuild,2,24,597,0.3,0.04,76
6cdb5750-ee72-4b6d-9e3f-1c474d4413d2,AdvBuild,2,24.5,606,0.07,0.05,76.3
52514ff2-edd4-4b4d-92e3-97ef7dc9eefe,AdvBuild,2,25,608,0.09,0.02,76
367c669d-13f4-471f-92e3-2ff8ec5014ed,AdvBuild,2,24,617,0.19,0.1,76
9180e45f-bb05-4030-8cc3-8779009954fb,AdvBuild,2,24,632,0.11,0.04,76
38424bf0-2bae-4591-b6f1-c1bfe51ea9b7,AdvBuild,2,24.4,641,0.06,0.05,76.2
b0cb4188-80f5-437d-98fb-545ae7b868b3,AdvBuild,2,24,648,0.08,0.15,76
142c0d8a-8319-4eff-96f4-50dc2fdd7abe,AdvBuild,2,25,650,0.06,0.03,76
9b71ece8-0e27-4f40-80f6-4457636e9852,AdvBuild,2,25,651,0.11,0.09,76
eb8d5b59-e035-42c8-aee6-a053b8930d12,AdvBuild,2,24.3,665,0.03,0.02,76.2
c0db12c6-2a53-48be-abb7-49c0c0424b51,AdvBuild,2,24,665,0.09,0.03,76
bf930206-9a81-4ba0-8092-8887af47516a,AdvBuild,2,24,714,0.09,0.16,76
043a6455-3abb-432b-afab-3353c253a4dd,AdvBuild,2,24,755,0.09,0.05,76
7c938da4-3a5c-4685-9db5-18a8bd4144b5,AdvBuild,2,25,758,0.07,0.05,76
5f992727-4016-49db-a0da-d313222aea35,AdvBuild,2,25,760,0.05,0.17,76
75a6a168-6d40-4fa8-ab8c-bce8b8d85a77,AdvBuild,2,24,775,0.1,0.05,76
340d37c0-0e0e-4e5a-9975-64dbd45b037e,AdvBuild,2,26,779,0.06,0.08,76
0d407176-f4f9-4f56-9b7a-6cebf557f482,AdvBuild,2,24,811,0.06,0.02,76
5e84510a-b63c-4ed3-8dcf-9b680e3f5d6c,AdvBuild,2,24,815,0.05,0.02,76
51dab392-17a2-4111-a761-271f66290caf,AdvBuild,2,25,833,0.14,0.04,76
c5bf124c-29db-45cf-8958-6a2663fce1d8,AdvBuild,2,24,838,0.05,0.03,76
08e5f9e4-0441-4e56-9774-f563b6f72dbb,AdvBuild,2,26,841,0.12,0.06,76
5dae8ad0-a964-4818-aa8b-6376ae09fb27,AdvBuild,2,24,848,0.06,0.07,76
b2acec8a-ffab-42e4-9a48-4f976cd12ec0,AdvBuild,2,24,854,0.15,0.03,76
0968a973-781b-4e5b-814f-e292368d1de1,AdvBuild,2,25,857,0.06,0.04,76
32565f60-e7ea-4291-8b5e-b22cf02e6d8c,AdvBuild,2,24,867,0.04,0.02,76
1cf45557-b3c3-403c-9085-4c6d37f9b06e,AdvBuild,2,24,946,0.07,0.05,76
39b284ee-990b-4777-b193-c435e68d5396,AdvBuild,2,24,947,0.06,0.03,76
fe5af403-99da-46a7-ab2a-0027f5c2df28,AdvBuild,2,25,1050,0.03,0.05,76
4db2c0c0-c875-4e63-a20d-e9085201ee80,AdvBuild,2,24,1109,0.07,0.08,76
83a2081e-14dc-42fa-9636-b5936097ad70,AdvBuild,2,25,1115,0.08,0.06,76
9108e9bf-471b-4f44-a8ef-0cdf7866b158,AdvBuild,2,24,1139,0.13,0.1,76
caf8faa6-177a-4b9f-a7ca-f7736b9146f1,AdvBuild,2,24,1321,0.06,0.26,76
0f4f990c-e172-4c4a-837e-543a8b633fd1,AdvBuild,2,26,1374,0.07,0.03,76
ed084a4d-e6ac-4f7c-ae93-bb34b5ad470a,AdvBuild,2,24,1399,0.14,0.03,76
281553cb-f614-467b-a1d1-4ee73e961274,AdvBuild,2,25,1417,0.09,0.03,76
0bbe3b7f-91b6-4bae-b14e-7ef1573ad212,AdvBuild,2,25,1442,0.07,0.03,76
87fc7c9c-5499-44d7-96fd-f99fa25bc230,AdvBuild,2,25,1446,0.1,0.04,75
beaee5f5-07f3-42ef-aab6-23289fc4c777,AdvBuild,2,25,1460,0.63,0.04,76
3ff61aba-78aa-46fa-b95d-2b77a9ba99f6,AdvBuild,2,27,1481,0.03,0.02,75
554781e8-6b75-493f-9e32-8aedfd9eb08c,AdvBuild,2,25,1523,0.05,0.04,76
35c79ebd-62c7-4053-b3fa-7481ded15e68,AdvBuild,2,25,1610,0.07,0.08,76
0a73495c-7509-41fb-9b10-2b38fbeafad1,AdvBuild,2,25,1650,0.08,0.03,76
5f16e3a8-698a-4bae-838a-1f5354df1210,AdvBuild,2,25,1654,0.08,0.26,76
7e1fd692-0c50-4b90-994a-05a6a8107951,AdvBuild,2,25,1695,0.07,0.02,76
10c08b52-a6dc-4533-a30f-ef5bda43d462,AdvBuild,2,24,1736,0.08,0.03,76
eef4705f-6b2c-47c6-b631-01678188d569,AdvBuild,2,25,1782,0.05,0.03,76
ac7d2460-ccfb-4079-afd3-c68a8fb30e36,AdvBuild,2,25,1911,0.14,0.1,76
cafded9c-ccc1-4861-a1e9-01b9b483f702,AdvBuild,2,25,1938,0.07,0.1,76
42fe79d1-fd37-4375-9ea9-f08c19014d6f,AdvBuild,2,26,2769,0.15,0.02,76
d9fe9fd9-79f9-4163-912d-a6c6382643b5,AdvBuild,3,11,-163,0.94,0.05,76
b878f0de-d94a-49f8-9b62-95a82b26158c,AdvBuild,3,10,-79,1.08,0.07,84
c6946c08-4515-4398-a9a9-a5c87ef8cd5f,AdvBuild,3,18,-44,0.76,0.09, 
493b101e-8bc5-4364-867b-9966ae1fcf74,AdvBuild,3,21,-40,0.8,0.08, 
a1f12604-04a1-4e77-8098-34dffc2af08f,AdvBuild,3,21,-38,0.82,0.07, 
20fa1be6-c874-4839-8831-1b842141d0ba,AdvBuild,3,27,-34,0.79,0.07,58
035b8ea5-3dd7-44c8-a319-73dda0a1b14d,AdvBuild,3,23,-32,0.67,0.09, 
9f9db218-3feb-4554-8094-4f95c23723b1,AdvBuild,3,7,-26,0.77,0.06, 
f87cccf9-3a40-4292-ae60-3e2973016289,AdvBuild,3,29,701,0.06,0.02,76
e6a5d0ab-0fda-4557-af4b-b6ca0179cf06,AdvBuild,3,25,1223,0.09,0.03,76
60379543-64b3-40e1-8fec-7cca1c3272eb,AdvBuild,3,26,1393,0.08,0.03,77
2373d98f-92da-4b2d-92d3-73158c6078f2,AdvBuild,3,24,1458,0.06,0.03,77
83ba561e-b49a-4a2a-ae28-b6cbc1e67e79,AdvBuild,3,25,1467,0.08,0.02,76
2c20e686-cddf-46e0-bf1e-21b25b10c7ad,AdvBuild,3,25,1483,0.07,0.03,76
0a7cbd11-51bf-4499-84d4-c6297feeec05,AdvBuild,3,28,1551,0.1,0.03,76
032ff405-ea84-4ab8-a304-c1ec27371c89,AdvBuild,3,25,1574,0.06,0.02,76
c0f0d07c-4c7e-4e0a-95ce-fd9cc7454e54,AdvBuild,3,26,1577,0.08,0.03,77
37849641-7b28-4ec7-a7f7-07d1408b6dcc,AdvBuild,3,27,1753,0.04,0.03,76
daf92644-6f76-484c-a04e-465fde777ce5,AdvBuild,3,28,1782,0.07,0.03,77
ac88f07d-d33f-4f58-beee-729098ba8f75,AdvBuild,3,27,2458,0.04,0.03,76
fa6deb83-12dd-4e23-b0df-32e196848333,AdvBuild,3,27,2744,0.03,0.02,77
40cad462-c69c-412f-9390-e4f84ce354d9,AdvBuild,3,27,2786,0.05,0.08,76
0310a06f-a915-4881-981c-2a10934748ed,AdvBuild,3,27,2918,0.07,0.03,76
b5f6774a-7714-4017-af2c-31a57900e1d2,AdvBuild,3,27,3519,0.06,0.03,76
41d30603-dd23-40b4-8495-51908dcdf3d7,AdvBuild,4,13,-673,1.11,0.12,85
1fbf4994-fc71-4e77-8926-992b9b668448,AdvBuild,4,10,-53,0.18,0.21,65
829e4025-d7cb-4832-89c9-15854a692726,AdvBuild,4,12,-38,0.54,0.14,59
d12e6f43-fa63-48dd-9578-3ae9c21699b3,AdvBuild,4,10,-27,0.97,0.19,59
31ba3521-c87f-4502-a187-f5adfb859d68,AdvBuild,4,30,42,0.51,0.07,61
2b69efdf-d88a-40f7-acb4-91cb2d09eb60,AdvBuild,4,22,44,0.41,0.11, 
7d86e050-4f67-48b4-b051-8ebe2847fea4,AdvBuild,4,33,46,0.86,0.05, 
a77bf8e1-0e44-4458-8011-4cf57f68ee53,AdvBuild,4,12,49,0.47,0.09, 
6ad181df-6ad0-4fe3-9f68-376dc8861788,AdvBuild,4,23,54,0.24,0.07, 
d099aa7a-5bfd-4652-91c8-5e08190977a5,AdvBuild,4,9,54,0.6,0.05, 
2a789a10-f140-4c77-9647-92fd01c073b9,AdvBuild,4,8,78,0.37,0.05, 
44febe89-1dda-41a0-bc29-08dfe382c296,AdvBuild,4,16,79,0.87,0.06, 
25d04beb-104b-4695-8904-4c1dad97b6f9,AdvBuild,4,17,81,0.4,0.09, 
44dcc177-2822-4b3a-b800-a29c5dd4b657,AdvBuild,4,28,112,0.49,0.32,76
79fb1698-0036-4dcb-a556-c4e5fbd04aed,AdvBuild,4,28,168,0.19,0.04,77
6d09681e-26d9-4cbf-b801-79fa002edf8b,AdvBuild,4,32,228,0.21,0.37,77
ebc6a67b-7e66-443e-9923-0a2e3c8ed3dd,AdvBuild,4,28,324,0.27,0.03,77
1042e6e4-64f3-41cb-b938-9919c1529f4c,AdvBuild,4,27,361,0.09,0.04,75
44f35d19-3a31-4141-b631-8aae1d720b2e,AdvBuild,4,28,371,0.11,0.03,75
f89c98d3-13cb-450d-8fc7-74f509f2661b,AdvBuild,4,24,413,0.18,0.1,75
5f0df861-7e0d-4bb0-b66b-410c49303075,AdvBuild,4,33,432,0.13,0.03,76
78b82598-408f-4a6b-844f-33c960de6a4a,AdvBuild,4,27,472,0.06,0.03,76
3a2da271-c3a6-4303-9d1c-92f662861d0c,AdvBuild,4,33,655,0.06,0.04,77
f2133d3d-3292-4e3e-8540-2bd28e024cc3,AdvBuild,4,26,710,0.05,0.03,75
ff93707b-fea6-43f3-9cb5-9b327ab98e38,AdvBuild,4,25,828,0.05,0.04,76
a5bb5c1e-c74c-48ce-8592-d6bfe1ad7ed7,AdvBuild,4,25,844,0.08,0.15,75
185e9813-8246-4b99-9da6-e779e7a62bd5,AdvBuild,4,25,850,0.07,0.02,75
815f4067-f27d-4e4a-8025-a237b06fef0b,AdvBuild,4,25,872,0.08,0.02,76
1bf09ed7-5f50-4fd6-a3a8-c08703b07404,AdvBuild,4,26,999,0.07,0.02,76
87abfabe-ae75-4bba-b012-27b32fdac924,AdvBuild,4,25,1046,0.08,0.04,76
8bb70237-c2b2-400a-8857-5d7eb2759c0e,AdvBuild,4,26,1118,0.04,0.03,77
eb0e34db-7c55-4c1b-8ff4-f7249d857b3e,AdvBuild,4,25,1145,0.15,0.04,76
92f6eb75-8fc0-4358-b6da-57d61c0be51a,AdvBuild,4,26,1195,0.14,0.07,77
cd8fecd6-3b08-4b17-a564-25dc53237d40,AdvBuild,4,26,1282,0.06,0.21,75
c7a2a2fe-5c07-42e1-a0a3-60ae13eb86f9,AdvBuild,4,25,1339,0.06,0.03,77
5e269d66-d59b-4bec-8f9c-c82a565cd5da,AdvBuild,4,24,1412,0.05,0.04,75
75932da1-64c3-41ab-b855-ce4f10aa77c4,AdvBuild,4,24,1426,0.09,0.04,75
95d4de57-d9ae-49f2-89fc-77c5dd597893,AdvBuild,4,26,1512,0.08,0.05,77
e73816f0-032b-42e5-b3c0-cc3cb5449545,AdvBuild,4,29,1674,0.05,0.02,77
7f871659-33da-444f-88fb-6a9f2525fcb7,AdvBuild,4,26,1677,0.08,0.03,76
5230497c-cbdf-45ce-93fc-6d3a0097b5dc,AdvBuild,4,28,1843,0.04,0.03,77
5e5fcd34-fe26-470f-bf3f-a7cbf339158e,AdvBuild,4,6,3094,1.13,0.07,88
43c14f2a-6e1d-4d02-93ff-e8faace43022,AdvBuild,5,16,-42,0.42,0.12,64
4aa53397-40bc-4b18-bf29-c4348ae5af67,AdvBuild,5,30,143,0.17,0.05,76
ab74135f-ada2-44ec-857a-e12fec1551cf,AdvBuild,5,28,357,0.25,0.08,76
b98e23e4-f306-4f53-a841-12e30e321d08,AdvBuild,5,26,544,0.16,0.11,75
4cf4c52b-3624-44f6-9616-f4cae80a0852,AdvBuild,5,26,598,0.09,0.04,76
bd236573-34cc-46d2-82b5-b1dc86da638e,AdvBuild,5,26,660,0.08,0.05,76
3d27b6d0-5db0-4fac-8039-ba3f377b2352,AdvBuild,5,27,736,0.14,0.06,76
f5e49894-59f6-4677-980f-fa8f0f83a598,AdvBuild,5,26,742,0.22,0.05,75
fb0c23f1-81b7-4fcf-bcda-eaccae30624c,AdvBuild,5,25,884,0.1,0.06,75
88a8c7c0-e316-4560-ae6b-4b7d10b9d6bc,AdvBuild,5,25,1127,0.05,0.04,76
dc1dd63b-0f20-4d5b-a6b8-fdb21c87920d,AdvBuild,5,25,1300,0.06,0.06,76
2f995034-1780-44b0-aef2-11eda2c35839,AdvBuild,5,25,1343,0.05,0.05,76
5017ea02-78a1-453f-af1a-2f73272823c6,AdvBuild,5,25,1434,0.06,0.06,76
47a505e5-57fe-479e-be87-6c68b882dae8,AdvBuild,5,25,1466,0.05,0.03,76
79ac9971-9183-462a-b30d-39d250ac212b,AdvBuild,5,25,2375,0.38,0.05,75
defa20bf-e4a4-414a-a920-ff2f604d9ed3,AdvBuild,6,23,-60,0.52,0.08, 
56dd39be-adf0-4d4c-ad98-a31f0b2a7f36,AdvBuild,6,36,144,0.63,0.02,82
af39789e-9af9-460b-be0c-c0059cc8c0c7,AdvBuild,6,19,395,0.39,0.02,78
848a9a85-df89-433e-83fe-0315ba2d4c72,AdvBuild,6, ,537,0.47,0.04,86
6efd23aa-04ff-4cdd-b198-4cd23501a351,AdvBuild,6,26,754,0.1,0.04,76
3cc30fb2-def0-471c-82f7-e773f525fcc3,AdvBuild,6,25,988,0.1,0.04,76
16e14348-5131-4d81-8d5c-58bede6bca3c,AdvBuild,6,25,1146,0.12,0.03,76
89746dbf-28ba-4660-949b-617baf5bf0ce,AdvBuild,6,25,1200,0.04,0.03,75
c3ed61ea-fa08-43d9-86a4-b3ba6bcfccf1,AdvBuild,6,28,1219,0.25,0.04,76
03515728-7de6-4bc9-9a87-6446d4838695,AdvBuild,6,25,1225,0.04,0.03,75
09baca67-c4a4-4bff-8d07-97c88beff6a0,AdvBuild,6,28,1283,0.07,0.02,76
8699ccc5-67d2-4552-8208-456e6c0aac8b,AdvBuild,6,25,1328,0.04,0.04,76
600f786e-febd-4e8b-a825-7df37b775f82,AdvBuild,6,25,1343,0.08,0.03,76
e27a9d73-6f8a-4744-8e6e-3897df3fe732,AdvBuild,6,24,1351,0.05,0.12,76
a29683b9-89dc-4137-b535-c13685ce59ee,AdvBuild,6,25,1376,0.06,0.05,75
4c4b89f9-9b3b-4965-906f-979255172bc7,AdvBuild,6,25,1382,0.04,0.02,76
6518ad8f-5f46-47dd-9bb9-b8353a180c01,AdvBuild,6,27,1438,0.56,0.08,77
4d3b1e8f-0705-431a-a37d-d61db514672a,AdvBuild,6,25,1479,0.03,0.01,76
25d2a233-c86f-41eb-af97-de40d18a0b44,AdvBuild,6,25,1537,0.06,0.02,77
1100b5b2-6d5a-444e-94b6-387feef20168,AdvBuild,6,25,1579,0.04,0.03,76
f33bf068-1498-473a-b896-d11269b7ae06,AdvBuild,6,24,1657,0.06,0.03,75
60b1b030-cdfc-4ef2-a360-b8dc02d420d4,AdvBuild,6,24,1660,0.03,0.03,76
a5bc55fb-224b-429b-9a95-2533f47c7422,AdvBuild,6,25,1662,0.06,0.02,76
9f6d0bf4-6142-4c03-83d5-46e870e82d3f,AdvBuild,6,26,1741,0.06,0.03,76
90bc8bc8-c9b8-44dc-b31e-abc719e08eb7,AdvBuild,6,26,1810,0.04,0.03,76
810bf415-25db-41c0-b315-97786878ae5e,AdvBuild,6,26,1867,0.05,0.04,76
1898987d-32f0-4c79-9983-b3cb907ae30b,AdvBuild,6,25,1893,0.08,0.05,76
ddd60667-8e53-4ef9-b4cd-cdbf597fc436,AdvBuild,6,25,1977,0.14,0.04,76
023ab088-1404-4fdc-8867-73641f172a96,AdvBuild,6,25,2407,0.04,0.02,76
0b6520df-69cb-4182-ad7b-bf59f8ec90ca,AdvBuild,6,26,2812,0.06,0.04,76
6ebfe76f-db0d-4339-8ada-d04f76df2fb1,AdvBuild,6,18,3657,0.37,0.05,88
181ed2ce-cb3b-416f-9f0d-7a2214f1c39e,AdvBuild,7,26,603,0.12,0.08,76
3653efc6-ced2-4afc-9405-f8ba9e649693,AdvBuild,7,25,642,0.1,0.05,76
